WorkerId,AcceptTime,SubmitTime,WorkTimeInSeconds,Input.opt1,Input.opt2,Input.opt3,Input.testurl,Input.video,Input.start_img,Input.goal_img,Answer.colorcube,Answer.rating1,Answer.rating2,Answer.rating3,Answer.rating4,Answer.survey_age,Answer.survey_education,Answer.survey_gamer,Answer.survey_robotics,Approve,Reject
A21ZPWERX0DMZ2,Fri Sep 05 23:58:50 GMT 2014,Sat Sep 06 00:00:45 GMT 2014,115,Red,Yellow,Green,R74AZ5nJ0Bw,//www.youtube.com/embed/wcFfd6SWFTk,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/startimg2014_Aug_27_14_44_27,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/goalimg2014_Aug_27_14_44_27,Yellow,7,7,7,7,age_group_4,education_level_3,no,no,,
A21ZPWERX0DMZ2,Fri Sep 05 23:55:28 GMT 2014,Fri Sep 05 23:58:39 GMT 2014,191,Green,Red,Yellow,_4prmWQVXOQ,//www.youtube.com/embed/rmrXd2NFzyo,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/startimg2014_Aug_27_14_44_28,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/goalimg2014_Aug_27_14_44_28,Green,1,1,6,3,age_group_4,education_level_3,no,no,,
A21ZPWERX0DMZ2,Fri Sep 05 23:53:10 GMT 2014,Fri Sep 05 23:55:18 GMT 2014,128,Yellow,Red,Green,R74AZ5nJ0Bw,//www.youtube.com/embed/6AzmdbCCK5s,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/startimg2014_Aug_27_14_44_30,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/goalimg2014_Aug_27_14_44_30,Yellow,2,3,7,5,age_group_4,education_level_3,no,no,,
A21ZPWERX0DMZ2,Sat Sep 06 00:12:03 GMT 2014,Sat Sep 06 00:17:22 GMT 2014,319,Yellow,Green,Red,R74AZ5nJ0Bw,//www.youtube.com/embed/c8b3OZe1wzo,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/startimg2014_Aug_27_14_44_33,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/goalimg2014_Aug_27_14_44_33,Yellow,3,2,6,4,age_group_4,education_level_3,no,no,,
A21ZPWERX0DMZ2,Sat Sep 06 00:00:55 GMT 2014,Sat Sep 06 00:03:09 GMT 2014,134,Green,Red,Yellow,R74AZ5nJ0Bw,//www.youtube.com/embed/Q4qVfdkerUk,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/startimg2014_Aug_27_14_44_36,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/goalimg2014_Aug_27_14_44_36,Yellow,1,3,5,3,age_group_4,education_level_3,no,no,,
A27PBC5O3Z5ZED,Sat Sep 06 00:21:49 GMT 2014,Sat Sep 06 00:29:19 GMT 2014,450,Green,Red,Yellow,_4prmWQVXOQ,//www.youtube.com/embed/uYgtgP3eLYw,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/startimg2014_Aug_27_14_44_16,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/goalimg2014_Aug_27_14_44_16,Green,1,1,1,1,age_group_2,education_level_3,yes,no,,
A27PBC5O3Z5ZED,Sat Sep 06 00:21:48 GMT 2014,Sat Sep 06 00:28:48 GMT 2014,420,Yellow,Red,Green,R74AZ5nJ0Bw,//www.youtube.com/embed/NqkDAkMSQdk,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/startimg2014_Aug_27_14_44_18,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/goalimg2014_Aug_27_14_44_18,Yellow,7,7,7,7,age_group_2,education_level_3,yes,no,,
A27PBC5O3Z5ZED,Sat Sep 06 00:21:44 GMT 2014,Sat Sep 06 00:27:52 GMT 2014,368,Green,Red,Yellow,WMwGQhpxRDE,//www.youtube.com/embed/KM_QxwcBrSc,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/startimg2014_Aug_27_14_44_20,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/goalimg2014_Aug_27_14_44_20,Red,3,3,6,3,age_group_2,education_level_3,yes,no,,
A27PBC5O3Z5ZED,Sat Sep 06 00:21:34 GMT 2014,Sat Sep 06 00:25:46 GMT 2014,252,Yellow,Red,Green,_4prmWQVXOQ,//www.youtube.com/embed/uTDs5cQdFyE,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/startimg2014_Aug_27_14_44_22,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/goalimg2014_Aug_27_14_44_22,Green,3,3,5,3,age_group_2,education_level_3,yes,no,,
A27PBC5O3Z5ZED,Sat Sep 06 00:21:47 GMT 2014,Sat Sep 06 00:28:21 GMT 2014,394,Green,Red,Yellow,R74AZ5nJ0Bw,//www.youtube.com/embed/BesOQPpKMFE,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/startimg2014_Aug_27_14_44_24,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/goalimg2014_Aug_27_14_44_24,Yellow,5,3,6,5,age_group_2,education_level_3,yes,no,,
A27PBC5O3Z5ZED,Sat Sep 06 00:21:31 GMT 2014,Sat Sep 06 00:25:10 GMT 2014,219,Yellow,Green,Red,_4prmWQVXOQ,//www.youtube.com/embed/Budxen0JJQA,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/startimg2014_Aug_27_14_44_25,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/goalimg2014_Aug_27_14_44_25,Green,5,3,3,4,age_group_2,education_level_3,yes,no,,
A27PBC5O3Z5ZED,Sat Sep 06 00:21:37 GMT 2014,Sat Sep 06 00:26:18 GMT 2014,281,Red,Yellow,Green,R74AZ5nJ0Bw,//www.youtube.com/embed/wcFfd6SWFTk,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/startimg2014_Aug_27_14_44_27,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/goalimg2014_Aug_27_14_44_27,Yellow,7,6,7,7,age_group_2,education_level_3,yes,no,,
A27PBC5O3Z5ZED,Sat Sep 06 00:21:08 GMT 2014,Sat Sep 06 00:23:54 GMT 2014,166,Green,Red,Yellow,_4prmWQVXOQ,//www.youtube.com/embed/rmrXd2NFzyo,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/startimg2014_Aug_27_14_44_28,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/goalimg2014_Aug_27_14_44_28,Green,3,3,6,3,age_group_2,education_level_3,yes,no,,
A27PBC5O3Z5ZED,Sat Sep 06 00:21:42 GMT 2014,Sat Sep 06 00:27:22 GMT 2014,340,Yellow,Green,Red,WMwGQhpxRDE,//www.youtube.com/embed/6Ed1qxwcbNY,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/startimg2014_Aug_27_14_44_29,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/goalimg2014_Aug_27_14_44_29,Red,6,5,5,5,age_group_2,education_level_3,yes,no,,
A27PBC5O3Z5ZED,Sat Sep 06 00:21:41 GMT 2014,Sat Sep 06 00:26:47 GMT 2014,306,Yellow,Red,Green,_4prmWQVXOQ,//www.youtube.com/embed/5GZbVGgfrQU,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/startimg2014_Aug_27_14_44_34,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/goalimg2014_Aug_27_14_44_34,Green,6,5,5,6,age_group_2,education_level_3,yes,no,,
A27PBC5O3Z5ZED,Sat Sep 06 00:21:20 GMT 2014,Sat Sep 06 00:24:28 GMT 2014,188,Yellow,Green,Red,_4prmWQVXOQ,//www.youtube.com/embed/xbNmUFqLG8c,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/startimg2014_Aug_27_14_44_37,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/goalimg2014_Aug_27_14_44_37,Green,7,6,6,6,age_group_2,education_level_3,yes,no,,
A2BLIB4GCCK3J5,Sat Sep 06 00:11:01 GMT 2014,Sat Sep 06 00:22:09 GMT 2014,668,Red,Yellow,Green,R74AZ5nJ0Bw,//www.youtube.com/embed/6o485OVnazU,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/startimg2014_Aug_27_14_44_15,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/goalimg2014_Aug_27_14_44_15,Yellow,6,7,7,7,age_group_2,education_level_3,yes,no,,
A2BLIB4GCCK3J5,Sat Sep 06 00:11:13 GMT 2014,Sat Sep 06 00:23:21 GMT 2014,728,Green,Red,Yellow,_4prmWQVXOQ,//www.youtube.com/embed/uYgtgP3eLYw,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/startimg2014_Aug_27_14_44_16,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/goalimg2014_Aug_27_14_44_16,Green,1,1,1,1,age_group_2,education_level_3,yes,no,,
A2BLIB4GCCK3J5,Sat Sep 06 00:10:42 GMT 2014,Sat Sep 06 00:19:56 GMT 2014,554,Yellow,Green,Red,WMwGQhpxRDE,//www.youtube.com/embed/JTfHi2xvOQo,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/startimg2014_Aug_27_14_44_17,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/goalimg2014_Aug_27_14_44_17,Red,1,1,1,1,age_group_2,education_level_3,yes,no,,
A2BLIB4GCCK3J5,Sat Sep 06 00:09:33 GMT 2014,Sat Sep 06 00:16:09 GMT 2014,396,Yellow,Red,Green,R74AZ5nJ0Bw,//www.youtube.com/embed/NqkDAkMSQdk,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/startimg2014_Aug_27_14_44_18,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/goalimg2014_Aug_27_14_44_18,Yellow,1,1,3,2,age_group_2,education_level_3,yes,no,,
A2BLIB4GCCK3J5,Sat Sep 06 00:09:26 GMT 2014,Sat Sep 06 00:13:29 GMT 2014,243,Red,Yellow,Green,_4prmWQVXOQ,//www.youtube.com/embed/qavuFes_nYA,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/startimg2014_Aug_27_14_44_19,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/goalimg2014_Aug_27_14_44_19,Green,5,5,5,5,age_group_2,education_level_3,yes,no,,
A2BLIB4GCCK3J5,Sat Sep 06 00:10:24 GMT 2014,Sat Sep 06 00:18:43 GMT 2014,499,Green,Red,Yellow,WMwGQhpxRDE,//www.youtube.com/embed/KM_QxwcBrSc,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/startimg2014_Aug_27_14_44_20,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/goalimg2014_Aug_27_14_44_20,Red,7,5,3,6,age_group_2,education_level_3,yes,no,,
A2BLIB4GCCK3J5,Sat Sep 06 00:10:12 GMT 2014,Sat Sep 06 00:17:57 GMT 2014,465,Yellow,Green,Red,R74AZ5nJ0Bw,//www.youtube.com/embed/yIUQrPmEHeY,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/startimg2014_Aug_27_14_44_21,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/goalimg2014_Aug_27_14_44_21,Yellow,6,2,2,4,age_group_2,education_level_3,yes,no,,
A2BLIB4GCCK3J5,Sat Sep 06 00:10:21 GMT 2014,Sat Sep 06 00:18:20 GMT 2014,479,Yellow,Red,Green,_4prmWQVXOQ,//www.youtube.com/embed/uTDs5cQdFyE,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/startimg2014_Aug_27_14_44_22,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/goalimg2014_Aug_27_14_44_22,Green,1,1,2,1,age_group_2,education_level_3,yes,no,,
A2BLIB4GCCK3J5,Sat Sep 06 00:09:24 GMT 2014,Sat Sep 06 00:13:03 GMT 2014,219,Red,Yellow,Green,WMwGQhpxRDE,//www.youtube.com/embed/i1OmqeNfKmQ,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/startimg2014_Aug_27_14_44_23,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/goalimg2014_Aug_27_14_44_23,Red,5,3,3,5,age_group_2,education_level_3,yes,no,,
A2BLIB4GCCK3J5,Sat Sep 06 00:09:09 GMT 2014,Sat Sep 06 00:12:07 GMT 2014,178,Green,Red,Yellow,R74AZ5nJ0Bw,//www.youtube.com/embed/BesOQPpKMFE,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/startimg2014_Aug_27_14_44_24,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/goalimg2014_Aug_27_14_44_24,Yellow,2,2,3,2,age_group_2,education_level_3,yes,no,,
A2BLIB4GCCK3J5,Sat Sep 06 00:09:13 GMT 2014,Sat Sep 06 00:12:38 GMT 2014,205,Yellow,Green,Red,_4prmWQVXOQ,//www.youtube.com/embed/Budxen0JJQA,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/startimg2014_Aug_27_14_44_25,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/goalimg2014_Aug_27_14_44_25,Green,1,2,3,2,age_group_2,education_level_3,yes,no,,
A2BLIB4GCCK3J5,Sat Sep 06 00:09:48 GMT 2014,Sat Sep 06 00:15:32 GMT 2014,344,Yellow,Red,Green,WMwGQhpxRDE,//www.youtube.com/embed/A682l-KTiZc,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/startimg2014_Aug_27_14_44_26,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/goalimg2014_Aug_27_14_44_26,Red,5,6,6,6,age_group_2,education_level_3,yes,no,,
A2BLIB4GCCK3J5,Sat Sep 06 00:09:35 GMT 2014,Sat Sep 06 00:14:03 GMT 2014,268,Red,Yellow,Green,R74AZ5nJ0Bw,//www.youtube.com/embed/wcFfd6SWFTk,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/startimg2014_Aug_27_14_44_27,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/goalimg2014_Aug_27_14_44_27,Yellow,1,1,2,2,age_group_2,education_level_3,yes,no,,
A2BLIB4GCCK3J5,Sat Sep 06 00:10:53 GMT 2014,Sat Sep 06 00:21:12 GMT 2014,619,Green,Red,Yellow,_4prmWQVXOQ,//www.youtube.com/embed/rmrXd2NFzyo,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/startimg2014_Aug_27_14_44_28,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/goalimg2014_Aug_27_14_44_28,Green,3,3,3,3,age_group_2,education_level_3,yes,no,,
A2BLIB4GCCK3J5,Sat Sep 06 00:10:50 GMT 2014,Sat Sep 06 00:20:47 GMT 2014,597,Yellow,Green,Red,WMwGQhpxRDE,//www.youtube.com/embed/6Ed1qxwcbNY,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/startimg2014_Aug_27_14_44_29,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/goalimg2014_Aug_27_14_44_29,Red,3,2,2,2,age_group_2,education_level_3,yes,no,,
A2BLIB4GCCK3J5,Sat Sep 06 00:11:17 GMT 2014,Sat Sep 06 00:24:10 GMT 2014,773,Yellow,Red,Green,R74AZ5nJ0Bw,//www.youtube.com/embed/6AzmdbCCK5s,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/startimg2014_Aug_27_14_44_30,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/goalimg2014_Aug_27_14_44_30,Yellow,2,2,2,2,age_group_2,education_level_3,yes,no,,
A2BLIB4GCCK3J5,Sat Sep 06 00:10:04 GMT 2014,Sat Sep 06 00:17:32 GMT 2014,448,Red,Yellow,Green,_4prmWQVXOQ,//www.youtube.com/embed/-GFxZH-RmH4,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/startimg2014_Aug_27_14_44_31,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/goalimg2014_Aug_27_14_44_31,Green,7,5,3,6,age_group_2,education_level_3,yes,no,,
A2BLIB4GCCK3J5,Sat Sep 06 00:10:45 GMT 2014,Sat Sep 06 00:20:25 GMT 2014,580,Green,Red,Yellow,WMwGQhpxRDE,//www.youtube.com/embed/W7_7LGEt1NA,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/startimg2014_Aug_27_14_44_32,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/goalimg2014_Aug_27_14_44_32,Red,7,5,3,6,age_group_2,education_level_3,yes,no,,
A2BLIB4GCCK3J5,Sat Sep 06 00:10:59 GMT 2014,Sat Sep 06 00:21:44 GMT 2014,645,Yellow,Green,Red,R74AZ5nJ0Bw,//www.youtube.com/embed/c8b3OZe1wzo,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/startimg2014_Aug_27_14_44_33,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/goalimg2014_Aug_27_14_44_33,Yellow,5,5,5,5,age_group_2,education_level_3,yes,no,,
A2BLIB4GCCK3J5,Sat Sep 06 00:10:32 GMT 2014,Sat Sep 06 00:19:30 GMT 2014,538,Yellow,Red,Green,_4prmWQVXOQ,//www.youtube.com/embed/5GZbVGgfrQU,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/startimg2014_Aug_27_14_44_34,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/goalimg2014_Aug_27_14_44_34,Green,6,7,5,6,age_group_2,education_level_3,yes,no,,
A2BLIB4GCCK3J5,Sat Sep 06 00:09:43 GMT 2014,Sat Sep 06 00:14:27 GMT 2014,284,Red,Yellow,Green,WMwGQhpxRDE,//www.youtube.com/embed/lEdqjXEjJN4,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/startimg2014_Aug_27_14_44_35,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/goalimg2014_Aug_27_14_44_35,Red,3,3,3,4,age_group_2,education_level_3,yes,no,,
A2BLIB4GCCK3J5,Sat Sep 06 00:09:45 GMT 2014,Sat Sep 06 00:14:54 GMT 2014,309,Green,Red,Yellow,R74AZ5nJ0Bw,//www.youtube.com/embed/Q4qVfdkerUk,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/startimg2014_Aug_27_14_44_36,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/goalimg2014_Aug_27_14_44_36,Yellow,3,3,3,4,age_group_2,education_level_3,yes,no,,
A2BLIB4GCCK3J5,Sat Sep 06 00:09:54 GMT 2014,Sat Sep 06 00:17:11 GMT 2014,437,Yellow,Green,Red,_4prmWQVXOQ,//www.youtube.com/embed/xbNmUFqLG8c,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/startimg2014_Aug_27_14_44_37,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/goalimg2014_Aug_27_14_44_37,Green,7,7,7,7,age_group_2,education_level_3,yes,no,,
A2BLIB4GCCK3J5,Sat Sep 06 00:11:08 GMT 2014,Sat Sep 06 00:22:56 GMT 2014,708,Yellow,Red,Green,WMwGQhpxRDE,//www.youtube.com/embed/SUHBmkcj_T8,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/startimg2014_Aug_27_14_44_38,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/goalimg2014_Aug_27_14_44_38,Red,7,7,6,7,age_group_2,education_level_3,yes,no,,
A2DWQF4ZHHBLOW,Sat Sep 06 00:18:19 GMT 2014,Sat Sep 06 00:19:22 GMT 2014,63,Yellow,Red,Green,R74AZ5nJ0Bw,//www.youtube.com/embed/NqkDAkMSQdk,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/startimg2014_Aug_27_14_44_18,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/goalimg2014_Aug_27_14_44_18,Yellow,5,5,5,5,age_group_2,education_level_4,no,no,,
A2F7D8EOTB663,Sat Sep 06 00:02:00 GMT 2014,Sat Sep 06 00:28:19 GMT 2014,1579,Red,Yellow,Green,R74AZ5nJ0Bw,//www.youtube.com/embed/6o485OVnazU,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/startimg2014_Aug_27_14_44_15,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/goalimg2014_Aug_27_14_44_15,Yellow,5,7,6,6,age_group_2,education_level_2,no,yes,,
A2F7D8EOTB663,Sat Sep 06 00:02:03 GMT 2014,Sat Sep 06 00:30:53 GMT 2014,1730,Green,Red,Yellow,_4prmWQVXOQ,//www.youtube.com/embed/uYgtgP3eLYw,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/startimg2014_Aug_27_14_44_16,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/goalimg2014_Aug_27_14_44_16,Green,1,2,3,2,age_group_2,education_level_2,no,yes,,
A2F7D8EOTB663,Sat Sep 06 00:02:25 GMT 2014,Sat Sep 06 00:39:02 GMT 2014,2197,Yellow,Green,Red,WMwGQhpxRDE,//www.youtube.com/embed/JTfHi2xvOQo,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/startimg2014_Aug_27_14_44_17,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/goalimg2014_Aug_27_14_44_17,Red,1,7,6,5,age_group_2,education_level_2,no,yes,,
A2F7D8EOTB663,Sat Sep 06 00:02:14 GMT 2014,Sat Sep 06 00:33:33 GMT 2014,1879,Yellow,Red,Green,R74AZ5nJ0Bw,//www.youtube.com/embed/NqkDAkMSQdk,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/startimg2014_Aug_27_14_44_18,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/goalimg2014_Aug_27_14_44_18,Yellow,7,6,7,7,age_group_2,education_level_2,no,yes,,
A2F7D8EOTB663,Sat Sep 06 00:02:39 GMT 2014,Sat Sep 06 00:43:16 GMT 2014,2437,Red,Yellow,Green,_4prmWQVXOQ,//www.youtube.com/embed/qavuFes_nYA,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/startimg2014_Aug_27_14_44_19,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/goalimg2014_Aug_27_14_44_19,Green,5,6,7,6,age_group_2,education_level_2,no,yes,,
A2F7D8EOTB663,Sat Sep 06 00:02:19 GMT 2014,Sat Sep 06 00:34:48 GMT 2014,1949,Green,Red,Yellow,WMwGQhpxRDE,//www.youtube.com/embed/KM_QxwcBrSc,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/startimg2014_Aug_27_14_44_20,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/goalimg2014_Aug_27_14_44_20,Red,7,6,7,7,age_group_2,education_level_2,no,yes,,
A2F7D8EOTB663,Sat Sep 06 00:02:44 GMT 2014,Sat Sep 06 00:44:28 GMT 2014,2504,Yellow,Green,Red,R74AZ5nJ0Bw,//www.youtube.com/embed/yIUQrPmEHeY,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/startimg2014_Aug_27_14_44_21,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/goalimg2014_Aug_27_14_44_21,Yellow,7,6,6,6,age_group_2,education_level_2,no,yes,,
A2F7D8EOTB663,Fri Sep 05 23:58:56 GMT 2014,Sat Sep 06 00:10:02 GMT 2014,666,Yellow,Red,Green,_4prmWQVXOQ,//www.youtube.com/embed/uTDs5cQdFyE,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/startimg2014_Aug_27_14_44_22,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/goalimg2014_Aug_27_14_44_22,Green,6,6,6,6,age_group_2,education_level_2,no,yes,,
A2F7D8EOTB663,Sat Sep 06 00:01:06 GMT 2014,Sat Sep 06 00:01:55 GMT 2014,49,Red,Yellow,Green,WMwGQhpxRDE,//www.youtube.com/embed/i1OmqeNfKmQ,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/startimg2014_Aug_27_14_44_23,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/goalimg2014_Aug_27_14_44_23,Red,2,3,3,3,age_group_2,education_level_2,no,yes,,
A2F7D8EOTB663,Fri Sep 05 23:56:02 GMT 2014,Fri Sep 05 23:57:03 GMT 2014,61,Green,Red,Yellow,R74AZ5nJ0Bw,//www.youtube.com/embed/BesOQPpKMFE,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/startimg2014_Aug_27_14_44_24,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/goalimg2014_Aug_27_14_44_24,Yellow,6,3,3,5,age_group_2,education_level_2,no,yes,,
A2F7D8EOTB663,Sat Sep 06 00:02:36 GMT 2014,Sat Sep 06 00:42:36 GMT 2014,2400,Yellow,Green,Red,_4prmWQVXOQ,//www.youtube.com/embed/Budxen0JJQA,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/startimg2014_Aug_27_14_44_25,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/goalimg2014_Aug_27_14_44_25,Green,1,3,5,3,age_group_2,education_level_2,no,yes,,
A2F7D8EOTB663,Sat Sep 06 00:02:41 GMT 2014,Sat Sep 06 00:43:48 GMT 2014,2467,Yellow,Red,Green,WMwGQhpxRDE,//www.youtube.com/embed/A682l-KTiZc,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/startimg2014_Aug_27_14_44_26,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/goalimg2014_Aug_27_14_44_26,Red,5,5,7,5,age_group_2,education_level_2,no,yes,,
A2F7D8EOTB663,Sat Sep 06 00:02:28 GMT 2014,Sat Sep 06 00:39:43 GMT 2014,2235,Red,Yellow,Green,R74AZ5nJ0Bw,//www.youtube.com/embed/wcFfd6SWFTk,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/startimg2014_Aug_27_14_44_27,https://googledrive.com/host/0B71Ei5A1Hd83cEV3c3V3X0hjVWM/goalimg2014_Aug_27_14_44_27,Yellow,6,4,5,5,age_group_2,education_level_2,no,yes,,
